SITE CODE,Location Name,Latitude/Northings,Longitude/Eastings,EPSG Code,Survey Date,Survey Time,Site observations,Survey duration (hrs),Sampler group name *,Number in sampler group,No. of volunteers testing,Water type,Rainfall in last 7 days,Rainfall (mm) (optional),Water level or flow,Rate of Flow (optional),Air Temperature (deg C),Water Temperature (deg C),pH (pH units),Electrical Conductivity (µS/cm),Turbidity (NTUs),Available Phosphate (mg/L),Dissolved Oxygen (mg/L),Dissolved Oxygen (% sat),Faecal Coliforms (CFU/100mL),E. coli (CFU/100mL),Total Phosphate (mg/L),Nitrates (mg/L as N),Did you calibrate your EC meter?,Water Testing Notes/Issues,Photos uploaded,Verifyed by Ingrid,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",5/2/19,12:00 PM,river level down ,,Bellingen Riverwatch,,1,,Light,,,,30,20,6.5,80,7,0.07,6.7,74,,,,,false,"Tested by Sonya, uploaded by Amy",,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",13/3/19,10:00 AM,Last rainfall in 1-7 days,,Bellingen Riverwatch,,,,,,,,24,30,6.5,100,7,0.8,3.6,48,,,,,false,Tested by Sonya Kumar. Uploaded by Amy Denshire. ,,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",10/4/19,11:00 AM,,,Bellingen Riverwatch,1,1,,,,,,19,16,6.5,100,7,0.21,8.4,85,,,,,false,"Tested by Sonya Kumar, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",15/5/19,12:00 PM,Showers. Moderate flow. Overcast. No visible pollution. ,1,Bellingen Riverwatch,1,1,,Light,,Medium,,17,13,6,100,7,0.11,7.1,67,,,,,false,"Tested by Sonya Kumar, uploaded by Amy Denshire. ",,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",12/6/19,1:00 PM,"Clear sunny day, no visible pollution. ",1,Bellingen Riverwatch,1,1,,Nil,,Medium,,17,12,6.5,7,7,0.14,4.9,45,,,,,false,"Rainfall was more than 7 days ago. Tested by Sonya Kumar, uploaded by Amy Denshire. ",,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,"WGS 84, Lat/Lon",10/9/19,11:00 AM,"Low flow - only a trickle. Clear day, no visible pollution. ",1,Bellingen Riverwatch,1,1,,Nil,,Low,,25,8,6.5,120,7,0.07,8.5,72,,,,,false,"Tested by Sonya Kumar, uploaded by Amy Denshire. ",,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",,,,14/1/20,12:25 PM,"low and slow flow, humid, cloudy, leaf litter but clear water, birds, fire smell strong, no visible evidence of algae, fire down to creek line",,Bellingen Riverwatch,,,,nil,,low,,28,22,7,140,10,0.06,6,69,,,,,yes,The creek was sampled by way of small pools where water was running the creek bed was dry between pools and river,Yes &  standard January volunteer sampling results,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",,,,11/2/20,7:00 AM,"mass amount of water flowing, light rain, heavy downpours, nil visible pollution, nil birds, no odour, no algae",,Bellingen Riverwatch,,,,Heavy,250mm plus,Flood,,19,16,5.6,70,20,0.35,6,61,,,,,No,drive folder,Sonya Kumar,,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,11/3/20,2:10 PM,"Creek was flowing strongly, no wildlife noted, rain became heavy during sampling",0.33,Bellingen Riverwatch,,2,Freshwater,Heavy,,High,,23.0,17.5,7,50,7,0.05,8.5,90,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=2020-03-B2.1CoolCreek-upstream.JPG, https://biocollect.ala.org.au/image?id=2020-03-CoolCreekB2.1-downstream.JPG]",Yes,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",,,Bellingen Riverwatch,8/4/20,3:00 PM,"No sight of algae, birds, and frogs could be heard",0.45,Bellingen Riverwatch,1,1,Fresh,Nil,,Medium,,21,14,6.5,70,7,,7,68,,,,,,Could test Available Phosphates due to missing component of test kit.,"[https://biocollect.ala.org.au/image?id=0_IMG_6280.JPG, https://biocollect.ala.org.au/image?id=0_IMG_6279.JPG]",YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,13/5/20,2:30 PM,"The road next to stream has just been graded, ",0.45,Bellingen Riverwatch,1,1,Fresh,Nil,,Medium,,21.2,14,5.5,90,7,0.24,8.2,80,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=IMG_6633.JPG, https://biocollect.ala.org.au/image?id=IMG_6634.JPG]",Yes,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,10/6/20,10:30 AM,"Overcast, birds, no algae, odour or pollution",0.30,Bellingen Riverwatch,1,,Fresh,Moderate,,Medium,,21,14.9,6.5,90,10,0.5,5.9,59,,,,,,"Need a phosphate reducing spoon. Tested by Sonya Kumar, uploaded by Amy Denshire. DO & Av PO4 edited by Ingrid during veriication. DO decimal place added in by Ingrid during verification.","[https://biocollect.ala.org.au/image?id=202006_B2.1_downstream_2.jpg, https://biocollect.ala.org.au/image?id=202006_B2.1_downstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,14/7/20,6:15 PM,"Windy, waterbugs & fish",0.5,Bellingen Riverwatch,1,,Fresh,Light,,Low,,14.9,12.3,5.5,80,10,0.18,5.8,54,,,,,,Tested by Sonya Kumar. Uploaded by Amy Denshire. Need replacement 3 small bottles and a top to the code 0608 beaker. ,,Yes,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,11/11/20,1:00 PM,"algae, frogs, birds, clear, fine",1.0,Bellingen Riverwatch,,,Fresh,Nil,,Low,,27.3,20.3,6,110,7,0.05,7,77,,,,,Yes,Forgot to take photos,,YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447049,152.618149,,10/2/21,11:51 AM,"some algae, clear, birds, overcast and rainy",1,Bellingen Riverwatch,,,Fresh,Light,,Medium,,21.5,20,5.8,90,7,0.06,7.8,86,,,,,Yes,"Cloudy, rainy",,YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447049,152.618149,,8/3/21,2:04 PM,"Fast flow, lots of riffles, overcast/intermittent sun, lots of midges",1,Bellingen Riverwatch,,,Fresh,Light,50,Medium,,22.3,20.3,7,80,7,0.08,7.4,81,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=44744211-B350-4ED7-A582-77144D04BBE2.jpeg, https://biocollect.ala.org.au/image?id=02CBA686-920B-4437-8887-56A41B876AFF.jpeg]",,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447049,152.618149,,10/5/21,11:15 AM,"Fine, clear",1,Bellingen Riverwatch,1,,Fresh,Light,56,Medium,,17.2,17.1,6.2,80,7,0.04,8.2,85,,,,,Yes,"DO probe results: temp 18.4, % oxygen 96.4%",,YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447049,152.618149,,11/7/21,11:15 AM,"Fine, no pollution, some algae on rocks, very clear, birds present",1,Bellingen Riverwatch,1,1,Fresh,Light,10,Low,,13.1,12.6,5,90,7,,9.6,91,,,,,No,"precipitate did not fall below shoulder of bottle. I noticed that after I put in all the other data the location disappeared and I had to enter it again.
 Secondly, this site is very difficult to find - can you make the address/link to this page easier?","[https://biocollect.ala.org.au/image?id=IMG_3975.JPG, https://biocollect.ala.org.au/image?id=0_IMG_3976.JPG]",YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447049,152.618149,,9/8/21,10:00 PM,"Water very clear, no pollution. Juvenile Australasian grebe nearby. Freshwater mussels.",0.5,Bellingen Riverwatch,1,,Fresh,Light,30,Low,,13.9,12.5,6.5,90,7,0.11,9.6,91,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=IMG_4113.JPG, https://biocollect.ala.org.au/image?id=IMG_4114.JPG]",YES,,,,,,,,,,,,,,,,,,
B2.1,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.44704903,152.618149,,12/9/21,10:45:00 上午,Lots of water beetles and caddis fly larvae,1,Bellingen Riverwatch,1,,Fresh,Light,1,Low,,16.3,13.9,6.5,110,0,0.09,8.8,85,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=0_IMG_4273.JPG, https://biocollect.ala.org.au/image?id=IMG_4274.JPG]",YES,,,,,,,,,,,,,,,,,,
B2.1 ,"Bellinger B2.1 - Cool Creek, upstream of confluence with Bellinger River, Darkwood (near Bellinger 2 site)",-30.447161,152.618028,,12/4/21,12:00 PM,"Mostly water very stirred because of multiple small waterfalls, did testing in a quieter side pool. Stream clear, not much algae, no frogs or fish sighted. weather clear and sunny.",1.5,Bellingen Riverwatch,,,Fresh,Light,5,Medium,,13.4,14.3,6,80,7,0.08,9.5,92,,,,,No,Tested oxygen sample a second time about an hour later. First sample the orange brown sediment (iron?) was still floating. Second time it was either all dissolved or sitting at the bottom. Second sample measured 5.5.,"[https://biocollect.ala.org.au/image?id=IMG_3461.JPG, https://biocollect.ala.org.au/image?id=IMG_3462.JPG]",Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",9/8/17,11:10 AM,"Sample taken from middle of bridge on downstream side, adjacent to square metal plate embedded in bridge surface. Cloudless, light breeze. Water clear, no odour or visible pollution. Some organic debris present. ",1,Bellingen Riverwatch,4,1,Fresh,Nil,,Low,,18.5,12,7,70,7,0.09,9.6,89,,,,,true,"Water flows roughly N approaching bridge, then once under bridge swings E - parallel to bridge - for a few metres before swinging roughly N again (see detailed map). Because of this there are two 'upstream' photos, one at right angles to the bridge, facing S, which doesn't show the upstream watercourse, and another facing SW, at an angle to the bridge, to show the upstream watercourse.",,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",12/9/17,1:29 PM,"Sunny ,warm evidence of river level dropping on stains on rocks clear water birds around ",1,Bellingen Riverwatch,,2,Fresh,Nil,,Low,,26,18,7,80,7,0.05,9,95,,,,,true,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",10/10/17,10:05 AM,"Flush in river - flow has increased with recent rain, no algae sited, clear water, calm sunny day. Sample taken upstream from bridge on eastern bank.",1,Bellingen Riverwatch,4,1,Fresh,Moderate,,,,26.5,22,7,80,7,0.07,8.2,94,,,,,true,,Yes,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.4669,152.57861,"WGS 84, Lat/Lon",14/11/17,11:55 AM,"Warm sunny day, minimal cloud cover, light breeze, clear running water",0.5,Bellingen Riverwatch,2,1,Fresh,Light,,Medium,,28.5,22.5,7,70,7,0.04,7,82,,,,,true,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",12/12/17,3:00 PM,"Warm sunny day,  good flow, clear running water, no pollution",0.5,Bellingen Riverwatch,2,1,,Moderate,,Medium,,30,25,7.5,80,7,0.04,8.4,102,,,,,FALSE,Water samples taken on the opposite side of the river as access was over grown and difficult to get to the side of the river usually sampled from.,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",9/1/18,11:30 AM,"hot,humid,plenty of cicadas ,calm no breeze,clear sky ,river up slightly from previous rain lots of midgees.",1,Bellingen Riverwatch,1,1,,Light,27,Low,,33,27.5,7,70,7,0.09,6.4,82,,,,,true,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",14/2/18,10:08 AM,"Very still no breeze ,lots of midgees and March flies weeds high on bank edges ",0.5,Bellingen Riverwatch,1,1,,Light,3,Low,,29,28,7,90,10,0.04,6.3,80,,,,,true,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",14/3/18,9:15 AM,"Flowing clean and strong ,river oak fallen across the river ,a few native bees and dragonflies ,midges present .not many bird calls or sightings ",0.5,Bellingen Riverwatch,1,1,,Moderate,25,Medium,,22,20,7,70,10,0.05,7.5,83,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",10/4/18,12:00 PM,,0.5,Bellingen Riverwatch,1,1,Fresh,,,,,,19,6.5,109,7,0.11,8.2,88,120,,,,true,Tested by Sue. Uploaded by Ingrid,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",9/5/18,9:33 AM,"Water clean clear log upstream has been pushed toward bridge ,small birds active some water weed near bank small fish present (rainbow fish ).",0.05,Bellingen Riverwatch,1,1,,Nil,,Medium,,16,17,7,90,10,0.05,8.3,86,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",10/7/18,11:30 AM,,,Bellingen Riverwatch,,1,,Light,,Low,,19,12,7,,7,0.1,9.4,87,50,,,,false,Volunteer - Sue Lennox,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",14/11/18,11:38 AM,"Good strong flow, sunny with lots of light cloud cover, no visible pollution, some algae. Swallows observed, can hear lots of bird species. ",1,Bellingen Riverwatch,1,2,,Light,,Medium,,22,21,7.5,120,7,0.08,7.2,81,,,,,true,I did attempt to calibrate the EC meter but I am not sure I did it properly. ,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",12/12/18,9:09 AM,"Overcast, looking like rain later. Upstream bank recently slashed and one tree looks like it might have been poisoned. Recent work on the bridge including foamy/filler stuff coming off and all over the bridge. Many bird species heard, waterbugs sited. ",1,Bellingen Riverwatch,1,1,,Light,,Medium,,22.5,24,7.5,120,7,0.03,7.1,84,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",9/1/19,9:46 AM,"Flowing, fine weather, overcast, no visible pollution, odour or algae. Ducks present, cows in stream",1,Bellingen Riverwatch,2,2,,Light,,Medium,,25,25,7,90,7,0.1,6,73,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",11/4/19,5:00 PM,No parking near bridge. Previous spot was fenced off,1,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,20.8,21,7,80,7,0.03,8.1,91,,,,,false,"Not100% sure where to take photos from: normally looking up and down stream from the test location, ie the bridge. But the sample photo shows the bridge. i think the testing was done on the east side, but i couldnt access that bank (overgrown) ",,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",15/5/19,1:00 AM,"No visible pollution, no wildlife present. ",0.5,Bellingen Riverwatch,1,1,,Light,,Medium,,18,13,7,70,7,0.03,8,76,,,,,false,"Last rainfall was 1-7 days. Tested by Sonya Kumar, uploaded by Amy Denshire. ",,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",20/5/19,8:44 PM,lots of rocks visible.grass trimmed. temp fence removed from last time,,Bellingen Riverwatch,1,1,,Light,15,Low,,20.5,17,7,70,7,0.02,8.6,89,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",13/6/19,4:00 PM,White foam in water - see pic downstream across,1,Bellingen Riverwatch,1,2,,Light,,Low,,17.5,14.5,7,70,7,0.04,8.8,87,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",10/9/19,12:00 AM,"Birds and dragon flies, algae around  water edge, weather fine",1,Bellingen Riverwatch,2,2,Fresh,Nil,,Low,,28,17,7,70,10,0.01,8.1,84,,,,,true,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",8/10/19,12:15 PM,"Weather fine and humid,no pollution sited.
There had been rain which raised the river level about 25cm since last month but it has dropped down again (observation by passing local resident)
Water is flowing but shallow (~45cm deep at sampling site 10m upstream of bridge),bottom rocks have a thin layer of brown algae and sediment,water plants under surface close to the edge.
Water dragon,swallows,wrens sited ",1.5,Bellingen Riverwatch,1,1,,Nil,,Low,,25,22.5,7,70,7,0.01,7.6,89,,,,,false,,,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",14/1/20,10:00 AM,"low flow, cloudy, humid, balmy, algae present, cockatoo, pidgenons, no odour",,Bellingen Riverwatch,,,,nil,,low,,26,24.5,7,110,15,0.03,6.6,80,,,,,yes,,Yes &  standard January volunteer sampling results,,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",12/2/20,11:00 AM,"High flow, turbidity high-brouwn colour water. Humid dat after rain. High sedimat load, fast flowing, and veg debris. Some algae visible.",,Bellingen Riverwatch,,,,Heaby,,Flood,,26,19.5,7,70,20,0.18,7.8,86,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",11/3/20,3:11 AM,High and rapid flow. High sediment load. No odour.,,Bellingen Riverwatch,,2,Freshwater,Light,,High,,23,18,7,60,30,0.06,7.6,80,,,,,Not applicable,Two DO tests - 7.6 and 7.6 ,"[https://biocollect.ala.org.au/image?id=IMG_3678.jpg, https://biocollect.ala.org.au/image?id=IMG_3675.jpg, https://biocollect.ala.org.au/image?id=IMG_3677.jpg]",Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",15/4/20,9:48 AM,"nil polution, nil algae, heard frogs & birds",,Bellingen Riverwatch,1,1,Fresh,Nil,0,Medium,,19.5,17,,70,15,0.07,8.1,84,,,,,Yes,"do- duplicates 7.9 & 8.3
P duplicate - .07 twice",https://biocollect.ala.org.au/image?id=3%2C1.jpg,YES,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",12/5/20,11:00 AM,"water crystal clear, nil pollution, river grass, nil fish observed,",1.0,Bellingen Riverwatch,2,2,Fresh,Light,10,Medium,,16,13.5,,80,15,0.00,9.6,93,,,,,Yes,dissolved oxygen done twice 9.6 & 9.8. . electrical conductivity 80 - calibration 510,,Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",9/6/20,11:00 AM,"nil pollution, nil wildlife or marine life sighted",1.00,Bellingen Riverwatch,2,,Fresh,Moderate,0,Medium,,16,13,,80,10,0.01,9.4,89,,,,,Yes,"dissolved oxygen 9.4 & 9.3, available phosphate 0.01 & 0.01",,Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",14/7/20,10:50 AM,"weather cloudy and wet, cold and windy, water relatively clear and lots of riffle zones",,Bellingen Riverwatch,2,,,Light,,Medium,,14.5,11,7,80,20,0.00,10,91,,,,,Yes,"water temp cold, riffle zones obvious because water level low to medium ",https://biocollect.ala.org.au/image?id=0_3%2C1.jpg,Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",11/8/20,11:32 AM,low but fast flow with many riffle zones ,1,Bellingen Riverwatch,2,,Fresh,Moderate,,Low,,18,14.5,7,70,10,0.00,10,99,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",8/9/20,10:15 AM,weather fine. algae present water slight brown coloration similar  to tea tree input,,Bellingen Riverwatch,2,,Fresh,Moderate,,Low,,21.5,19,7,70,,0.03,9.8,106,,,,,Yes,"do duplicates :9.8 and 9.8 mg/L
available P - no steady reading duplicates read twice at 0.05/0.04 and 0.00 and 0.03","[https://biocollect.ala.org.au/image?id=BrR1.jpg, https://biocollect.ala.org.au/image?id=BR2.jpg]",YES,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",13/10/20,2:15 PM,,,Bellingen Riverwatch,1,,,Light,,,,23,29,7,80,20,0.03,8,104,,,,,,,,YES,Fresh,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",10/11/20,11:00 AM,"Site B3 - Richardsons Bridge, Thora Valley. Clear pollution free day, water clear and flowing, some algae along banks.  ",,Bellingen Riverwatch,2,,Fresh,Light,10,Medium,,26,22,,80,15,0.05,7.8,89,,,,,Yes,,,YES,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",8/12/20,2:45 PM,,0.6,Bellingen Riverwatch,2,,Fresh,Light,,,,28,27,7,80,7,0.02,7.9,99,,,,,No,,"[https://biocollect.ala.org.au/image?id=Resized_20201208_144616.jpeg, https://biocollect.ala.org.au/image?id=Resized_20201208_144607.jpeg, https://biocollect.ala.org.au/image?id=Resized_20201208_144511.jpeg]",Yes,,,,,,,,,,,,,,,,,,
B3,"Bellinger B3 - Bellinger River at Richardsons Bridge Crossing, Darkwood",-30.43015,152.66685,"WGS 84, Lat/Lon",8/12/20,2:45 PM,,0.6,Bellingen Riverwatch,2,,Fresh,Light,,,,28,27,7,80,7,0.02,7.9,99,,,,,No,,"[https://biocollect.ala.org.au/image?id=Resized_20201208_144616.jpeg, https://biocollect.ala.org.au/image?id=Resized_20201208_144607.jpeg, https://biocollect.ala.org.au/image?id=Resized_20201208_144511.jpeg]",Yes,,,,,,,,,,,,,,,,,,
